
# Curve 0 of 1, 1000 points
# Curve title: "'output.txt' index (1)"
# x y type
-9.25186e-016  0.995  o
 0.001  0.995  i
 0.002  0.995  i
 0.003  0.995  i
 0.004  0.995  i
 0.005  0.995  i
 0.006  0.995  i
 0.007  0.995  i
 0.008  0.995  i
 0.009  0.995  i
 0.01  0.995  i
 0.011  0.995  i
 0.012  0.995  i
 0.013  0.995  i
 0.014  0.995  i
 0.015  0.995  i
 0.016  0.995  i
 0.017  0.995  i
 0.018  0.995  i
 0.019  0.995  i
 0.02  0.995  i
 0.021  0.995  i
 0.022  0.995  i
 0.023  0.995  i
 0.024  0.995  i
 0.025  0.995  i
 0.026  0.995  i
 0.027  0.995  i
 0.028  0.995  i
 0.029  0.995  i
 0.03  0.995  i
 0.031  0.995  i
 0.032  0.995  i
 0.033  0.995  i
 0.034  0.995  i
 0.035  0.995  i
 0.036  0.995  i
 0.037  0.995  i
 0.038  0.995  i
 0.039  0.995  i
 0.04  0.995  i
 0.041  0.995  i
 0.042  0.995  i
 0.043  0.995  i
 0.044  0.995  i
 0.045  0.995  i
 0.046  0.995  i
 0.047  0.995  i
 0.048  0.995  i
 0.049  0.995  i
 0.05  0.995  i
 0.051  0.995  i
 0.052  0.995  i
 0.053  0.995  i
 0.054  0.995  i
 0.055  0.995  i
 0.056  0.995  i
 0.057  0.995  i
 0.058  0.995  i
 0.059  0.995  i
 0.06  0.995  i
 0.061  0.995  i
 0.062  0.995  i
 0.063  0.995  i
 0.064  0.995  i
 0.065  0.995  i
 0.066  0.995  i
 0.067  0.995  i
 0.068  0.995  i
 0.069  0.995  i
 0.07  0.995  i
 0.071  0.995  i
 0.072  0.995  i
 0.073  0.995  i
 0.074  0.995  i
 0.075  0.995  i
 0.076  0.995  i
 0.077  0.995  i
 0.078  0.995  i
 0.079  0.995  i
 0.08  0.995  i
 0.081  0.995  i
 0.082  0.995  i
 0.083  0.995  i
 0.084  0.995  i
 0.085  0.995  i
 0.086  0.995  i
 0.087  0.995  i
 0.088  0.995  i
 0.089  0.995  i
 0.09  0.995  i
 0.091  0.995  i
 0.092  0.995  i
 0.093  0.995  i
 0.094  0.995  i
 0.095  0.995  i
 0.096  0.995  i
 0.097  0.995  i
 0.098  0.995  i
 0.099  0.995  i
 0.1  0.995  i
 0.101  0.995  i
 0.102  0.995  i
 0.103  0.995  i
 0.104  0.995  i
 0.105  0.995  i
 0.106  0.995  i
 0.107  0.995  i
 0.108  0.995  i
 0.109  0.995  i
 0.11  0.995  i
 0.111  0.995  i
 0.112  0.995  i
 0.113  0.995  i
 0.114  0.995  i
 0.115  0.995  i
 0.116  0.995  i
 0.117  0.995  i
 0.118  0.995  i
 0.119  0.995  i
 0.12  0.995  i
 0.121  0.995  i
 0.122  0.995  i
 0.123  0.995  i
 0.124  0.995  i
 0.125  0.995  i
 0.126  0.995  i
 0.127  0.995  i
 0.128  0.995  i
 0.129  0.995  i
 0.13  0.995  i
 0.131  0.995  i
 0.132  0.995  i
 0.133  0.995  i
 0.134  0.995  i
 0.135  0.995  i
 0.136  0.995  i
 0.137  0.995  i
 0.138  0.995  i
 0.139  0.995  i
 0.14  0.995  i
 0.141  0.995  i
 0.142  0.995  i
 0.143  0.995  i
 0.144  0.995  i
 0.145  0.995  i
 0.146  0.995  i
 0.147  0.995  i
 0.148  0.995  i
 0.149  0.995  i
 0.15  0.995  i
 0.151  0.995  i
 0.152  0.995  i
 0.153  0.995  i
 0.154  0.995  i
 0.155  0.995  i
 0.156  0.995  i
 0.157  0.995  i
 0.158  0.995  i
 0.159  0.995  i
 0.16  0.995  i
 0.161  0.995  i
 0.162  0.995  i
 0.163  0.995  i
 0.164  0.995  i
 0.165  0.995  i
 0.166  0.995  i
 0.167  0.995  i
 0.168  0.995  i
 0.169  0.995  i
 0.17  0.995  i
 0.171  0.995  i
 0.172  0.995  i
 0.173  0.995  i
 0.174  0.995  i
 0.175  0.995  i
 0.176  0.995  i
 0.177  0.995  i
 0.178  0.995  i
 0.179  0.995  i
 0.18  0.995  i
 0.181  0.995  i
 0.182  0.995  i
 0.183  0.995  i
 0.184  0.995  i
 0.185  0.995  i
 0.186  0.995  i
 0.187  0.995  i
 0.188  0.995  i
 0.189  0.995  i
 0.19  0.995  i
 0.191  0.995  i
 0.192  0.995  i
 0.193  0.995  i
 0.194  0.995  i
 0.195  0.995  i
 0.196  0.995  i
 0.197  0.995  i
 0.198  0.995  i
 0.199  0.995  i
 0.2  0.995  i
 0.201  0.995  i
 0.202  0.995  i
 0.203  0.995  i
 0.204  0.995  i
 0.205  0.995  i
 0.206  0.995  i
 0.207  0.995  i
 0.208  0.995  i
 0.209  0.995  i
 0.21  0.995  i
 0.211  0.995  i
 0.212  0.995  i
 0.213  0.995  i
 0.214  0.995  i
 0.215  0.995  i
 0.216  0.995  i
 0.217  0.995  i
 0.218  0.995  i
 0.219  0.995  i
 0.22  0.995  i
 0.221  0.995  i
 0.222  0.995  i
 0.223  0.995  i
 0.224  0.995  i
 0.225  0.995  i
 0.226  0.995  i
 0.227  0.995  i
 0.228  0.995  i
 0.229  0.995  i
 0.23  0.995  i
 0.231  0.995  i
 0.232  0.995  i
 0.233  0.995  i
 0.234  0.995  i
 0.235  0.995  i
 0.236  0.995  i
 0.237  0.995  i
 0.238  0.995  i
 0.239  0.995  i
 0.24  0.995  i
 0.241  0.995  i
 0.242  0.995  i
 0.243  0.995  i
 0.244  0.995  i
 0.245  0.995  i
 0.246  0.995  i
 0.247  0.995  i
 0.248  0.995  i
 0.249  0.995  i
 0.25  0.995  i
 0.251  0.995  i
 0.252  0.995  i
 0.253  0.995  i
 0.254  0.995  i
 0.255  0.995  i
 0.256  0.995  i
 0.257  0.995  i
 0.258  0.995  i
 0.259  0.995  i
 0.26  0.995  i
 0.261  0.995  i
 0.262  0.995  i
 0.263  0.995  i
 0.264  0.995  i
 0.265  0.995  i
 0.266  0.995  i
 0.267  0.995  i
 0.268  0.995  i
 0.269  0.995  i
 0.27  0.995  i
 0.271  0.995  i
 0.272  0.995  i
 0.273  0.995  i
 0.274  0.995  i
 0.275  0.995  i
 0.276  0.995  i
 0.277  0.995  i
 0.278  0.995  i
 0.279  0.995  i
 0.28  0.995  i
 0.281  0.995  i
 0.282  0.995  i
 0.283  0.995  i
 0.284  0.995  i
 0.285  0.995  i
 0.286  0.995  i
 0.287  0.995  i
 0.288  0.995  i
 0.289  0.995  i
 0.29  0.995  i
 0.291  0.995  i
 0.292  0.995  i
 0.293  0.995  i
 0.294  0.995  i
 0.295  0.995  i
 0.296  0.995  i
 0.297  0.995  i
 0.298  0.995  i
 0.299  0.995  i
 0.3  0.995  i
 0.301  0.995  i
 0.302  0.995  i
 0.303  0.995  i
 0.304  0.995  i
 0.305  0.995  i
 0.306  0.995  i
 0.307  0.995  i
 0.308  0.995  i
 0.309  0.995  i
 0.31  0.995  i
 0.311  0.995  i
 0.312  0.995  i
 0.313  0.995  i
 0.314  0.995  i
 0.315  0.995  i
 0.316  0.995  i
 0.317  0.995  i
 0.318  0.995  i
 0.319  0.995  i
 0.32  0.995  i
 0.321  0.995  i
 0.322  0.995  i
 0.323  0.995  i
 0.324  0.995  i
 0.325  0.995  i
 0.326  0.995  i
 0.327  0.995  i
 0.328  0.995  i
 0.329  0.995  i
 0.33  0.995  i
 0.331  0.995  i
 0.332  0.995  i
 0.333  0.995  i
 0.334  0.995  i
 0.335  0.995  i
 0.336  0.995  i
 0.337  0.995  i
 0.338  0.995  i
 0.339  0.995  i
 0.34  0.995  i
 0.341  0.995  i
 0.342  0.995  i
 0.343  0.995  i
 0.344  0.995  i
 0.345  0.995  i
 0.346  0.995  i
 0.347  0.995  i
 0.348  0.995  i
 0.349  0.995  i
 0.35  0.995  i
 0.351  0.995  i
 0.352  0.995  i
 0.353  0.995  i
 0.354  0.995  i
 0.355  0.995  i
 0.356  0.995  i
 0.357  0.995  i
 0.358  0.995  i
 0.359  0.995  i
 0.36  0.995  i
 0.361  0.995  i
 0.362  0.995  i
 0.363  0.995  i
 0.364  0.995  i
 0.365  0.995  i
 0.366  0.995  i
 0.367  0.995  i
 0.368  0.995  i
 0.369  0.995  i
 0.37  0.995  i
 0.371  0.995  i
 0.372  0.995  i
 0.373  0.995  i
 0.374  0.995  i
 0.375  0.995  i
 0.376  0.995  i
 0.377  0.995  i
 0.378  0.995  i
 0.379  0.995  i
 0.38  0.995  i
 0.381  0.995  i
 0.382  0.995  i
 0.383  0.995  i
 0.384  0.995  i
 0.385  0.995  i
 0.386  0.995  i
 0.387  0.995  i
 0.388  0.995  i
 0.389  0.995  i
 0.39  0.995  i
 0.391  0.995  i
 0.392  0.995  i
 0.393  0.995  i
 0.394  0.995  i
 0.395  0.995  i
 0.396  0.995  i
 0.397  0.995  i
 0.398  0.995  i
 0.399  0.995  i
 0.4  0.995  i
 0.401  0.995  i
 0.402  0.995  i
 0.403  0.995  i
 0.404  0.995  i
 0.405  0.995  i
 0.406  0.995  i
 0.407  0.995  i
 0.408  0.995  i
 0.409  0.995  i
 0.41  0.995  i
 0.411  0.995  i
 0.412  0.995  i
 0.413  0.995  i
 0.414  0.995  i
 0.415  0.995  i
 0.416  0.995  i
 0.417  0.995  i
 0.418  0.995  i
 0.419  0.995  i
 0.42  0.995  i
 0.421  0.995  i
 0.422  0.995  i
 0.423  0.995  i
 0.424  0.995  i
 0.425  0.995  i
 0.426  0.995  i
 0.427  0.995  i
 0.428  0.995  i
 0.429  0.995  i
 0.43  0.995  i
 0.431  0.995  i
 0.432  0.995  i
 0.433  0.995  i
 0.434  0.995  i
 0.435  0.995  i
 0.436  0.995  i
 0.437  0.995  i
 0.438  0.995  i
 0.439  0.995  i
 0.44  0.995  i
 0.441  0.995  i
 0.442  0.995  i
 0.443  0.995  i
 0.444  0.995  i
 0.445  0.995  i
 0.446  0.995  i
 0.447  0.995  i
 0.448  0.995  i
 0.449  0.995  i
 0.45  0.995  i
 0.451  0.995  i
 0.452  0.995  i
 0.453  0.995  i
 0.454  0.995  i
 0.455  0.995  i
 0.456  0.995  i
 0.457  0.995  i
 0.458  0.995  i
 0.459  0.995  i
 0.46  0.995  i
 0.461  0.995  i
 0.462  0.995  i
 0.463  0.995  i
 0.464  0.995  i
 0.465  0.995  i
 0.466  0.995  i
 0.467  0.995  i
 0.468  0.995  i
 0.469  0.995  i
 0.47  0.995  i
 0.471  0.995  i
 0.472  0.995  i
 0.473  0.995  i
 0.474  0.995  i
 0.475  0.995  i
 0.476  0.995  i
 0.477  0.995  i
 0.478  0.995  i
 0.479  0.995  i
 0.48  0.995  i
 0.481  0.995  i
 0.482  0.995  i
 0.483  0.995  i
 0.484  0.995  i
 0.485  0.995  i
 0.486  0.995  i
 0.487  0.995  i
 0.488  0.995  i
 0.489  0.995  i
 0.49  0.995  i
 0.491  0.995  i
 0.492  0.995  i
 0.493  0.995  i
 0.494  0.995  i
 0.495  0.995  i
 0.496  0.995  i
 0.497  0.995  i
 0.498  0.995  i
 0.499  0.995  i
 0.5  0.995  i
 0.501  0.995  i
 0.502  0.995  i
 0.503  0.995  i
 0.504  0.995  i
 0.505  0.995  i
 0.506  0.995  i
 0.507  0.995  i
 0.508  0.995  i
 0.509  0.995  i
 0.51  0.995  i
 0.511  0.995  i
 0.512  0.995  i
 0.513  0.995  i
 0.514  0.995  i
 0.515  0.995  i
 0.516  0.995  i
 0.517  0.995  i
 0.518  0.995  i
 0.519  0.995  i
 0.52  0.995  i
 0.521  0.995  i
 0.522  0.995  i
 0.523  0.995  i
 0.524  0.995  i
 0.525  0.995  i
 0.526  0.995  i
 0.527  0.995  i
 0.528  0.995  i
 0.529  0.995  i
 0.53  0.995  i
 0.531  0.995  i
 0.532  0.995  i
 0.533  0.995  i
 0.534  0.995  i
 0.535  0.995  i
 0.536  0.995  i
 0.537  0.995  i
 0.538  0.995  i
 0.539  0.995  i
 0.54  0.995  i
 0.541  0.995  i
 0.542  0.995  i
 0.543  0.995  i
 0.544  0.995  i
 0.545  0.995  i
 0.546  0.995  i
 0.547  0.995  i
 0.548  0.995  i
 0.549  0.995  i
 0.55  0.995  i
 0.551  0.995  i
 0.552  0.995  i
 0.553  0.995  i
 0.554  0.995  i
 0.555  0.995  i
 0.556  0.995  i
 0.557  0.995  i
 0.558  0.995  i
 0.559  0.995  i
 0.56  0.995  i
 0.561  0.995  i
 0.562  0.995  i
 0.563  0.995  i
 0.564  0.995  i
 0.565  0.995  i
 0.566  0.995  i
 0.567  0.995  i
 0.568  0.995  i
 0.569  0.995  i
 0.57  0.995  i
 0.571  0.995  i
 0.572  0.995  i
 0.573  0.995  i
 0.574  0.995  i
 0.575  0.995  i
 0.576  0.995  i
 0.577  0.995  i
 0.578  0.995  i
 0.579  0.995  i
 0.58  0.995  i
 0.581  0.995  i
 0.582  0.995  i
 0.583  0.995  i
 0.584  0.995  i
 0.585  0.995  i
 0.586  0.995  i
 0.587  0.995  i
 0.588  0.995  i
 0.589  0.995  i
 0.59  0.995  i
 0.591  0.995  i
 0.592  0.995  i
 0.593  0.995  i
 0.594  0.995  i
 0.595  0.995  i
 0.596  0.995  i
 0.597  0.995  i
 0.598  0.995  i
 0.599  0.995  i
 0.6  0.995  i
 0.601  0.995  i
 0.602  0.995  i
 0.603  0.995  i
 0.604  0.995  i
 0.605  0.995  i
 0.606  0.995  i
 0.607  0.995  i
 0.608  0.995  i
 0.609  0.995  i
 0.61  0.995  i
 0.611  0.995  i
 0.612  0.995  i
 0.613  0.995  i
 0.614  0.995  i
 0.615  0.995  i
 0.616  0.995  i
 0.617  0.995  i
 0.618  0.995  i
 0.619  0.995  i
 0.62  0.995  i
 0.621  0.995  i
 0.622  0.995  i
 0.623  0.995  i
 0.624  0.995  i
 0.625  0.995  i
 0.626  0.995  i
 0.627  0.995  i
 0.628  0.995  i
 0.629  0.995  i
 0.63  0.995  i
 0.631  0.995  i
 0.632  0.995  i
 0.633  0.995  i
 0.634  0.995  i
 0.635  0.995  i
 0.636  0.995  i
 0.637  0.995  i
 0.638  0.995  i
 0.639  0.995  i
 0.64  0.995  i
 0.641  0.995  i
 0.642  0.995  i
 0.643  0.995  i
 0.644  0.995  i
 0.645  0.995  i
 0.646  0.995  i
 0.647  0.995  i
 0.648  0.995  i
 0.649  0.995  i
 0.65  0.995  i
 0.651  0.995  i
 0.652  0.995  i
 0.653  0.995  i
 0.654  0.995  i
 0.655  0.995  i
 0.656  0.995  i
 0.657  0.995  i
 0.658  0.995  i
 0.659  0.995  i
 0.66  0.995  i
 0.661  0.995  i
 0.662  0.995  i
 0.663  0.995  i
 0.664  0.995  i
 0.665  0.995  i
 0.666  0.995  i
 0.667  0.995  i
 0.668  0.995  i
 0.669  0.995  i
 0.67  0.995  i
 0.671  0.995  i
 0.672  0.995  i
 0.673  0.995  i
 0.674  0.995  i
 0.675  0.995  i
 0.676  0.995  i
 0.677  0.995  i
